project_name,name,title,deneme,org_id,idea,project_link,nextt,tag,key,description
,,"
  Add a mechanism to integrate C++AMP with HPXCL
",,,,,,,," The STE||AR Group, Extend the HPX with the ability to run tasks based on C++ AMP kernel. The project is based on CLAMP, an open-source compiler providing the transformation method from AMP to OpenCL kernel."
,,"
  SIMD Wrapper for ARM NEON, Intel AVX512 & KNC
",,,,,,,," The STE||AR Group, Vectorization is imperative for writing highly efficient numerical kernels. The goal this project is to extend the already existing SIMD wrappers in LibFlatArray ( https://github.com/STEllAR-GROUP/libflatarray/blob/master/src/short_vec.hpp ) to further architectures (e.g. ARM NEON, Intel AVX512, Intel IMCI, CUDA etc.) and/or to extend the capabilities of these wrappers."
,,"
  A Flexible IO Infrastructure for LibGeoDecomp + HPX
",,,,,,,," The STE||AR Group, An IO infrastructure for the LibGeoDecomp based on HPX, where multiple remote steerers and writers can register in order to implement In-Situ-Visualization and Live-Steering in a generic way."
,,"
  Application/Counter CSV files
",,,,,,,," The STE||AR Group, Performance analysis for high performance runtime is of great importance.
This project aims at providing an integrated solution in HPX for creating databases and plots for performance counters related to:-
AGAS, Parcel Layer, Thread Manager, LCOs, Characteristics of Localities, General Statistics
using user defined input and output parameters and providing simple real time plots with a dashboard GUI and statistical inferences using statistical analysis."
,,"
  Large scale image viewing/editing module in 3D Slicer
",,,,,,,," Department of Biomedical Informatics, Stony Brook University, Description: create an extension in C++ for the cross-platform imaging framework 3D Slicer that enables viewing and editing of large two-dimensional images.
This proyect will utilize QT for its GUI, VTK for displaying and visualizing the images, and libraries such as openSlide and bigTiff to read and write the images from and to files.

An initial prototype for reading and interacting with these large scale images was made using QT Creator. Available at the provided URL."
,,"
  Visualization of Multivariate Analysis of TCGA data using WebGL
",,,,,,,," Department of Biomedical Informatics, Stony Brook University, I will develop a interactive browser application that visualizes similarities between patients based on the molecular and clinical patient data, which should serve as a visual aid in the analyzation of TCGA data. In agreement with the architecture of the OpenHealth app, the analytical processing of the data will take place in the browser on the client side. Javascript will be used for the numerical and algorithmic aspect and WebGL for the illustration."
,,"
  Subsurface Android Port
",,,,,,,," Subsurface, Subsurface in its current state is primarily designed to be used on a personal computer. Although it can be compiled for Android devices, the user interface is not really usable on mobile devices. Using QML, we can create a new user interface targeted at Android mobile phones and tablets. This QML based interface will maintain the C/C++ back-end, resulting in a unified code-base which will be easy to maintain, and new features will be easy to implement on both mobile and desktop devices."
,,"
  Customizable print formats
",,,,,,,," Subsurface, Although Subsurface is a mature dive log application, it is missing good customized printing support. This projects aims to add customizable print support to Subsurface
so the user can control which information is printed where and using which style and control over major style elements like font sizes and positioning of the data."
,,"
  Native Bluetooth support for Linux and/or Windows
",,,,,,,," Subsurface, Currently Subsurface and libdivecomputer uses the RFCOMM emulation to communicate with Bluetooth dive computers. The scope of the project is to replace this communication with a native one or with one which uses the Bluetooth module offered by Qt framework. 

In the end the user will no longer have to setup the virtual serial ports and will be able to discover and connect to dive computers which have support for Bluetooth."
,,"
  Sugar WebBasic Activity Set
",,,,,,,," Sugar Labs, This project is a full rewriting of some Sugar apps : Calculate, Paint, Memorize and Record using the Sugar Web Framework in order to get close to every device.

Thoses apps are the basics apps that every children need to have.

This rewriting is needed to merge apps from Sugar/Fedora and Sugarizer/Web.
Those apps tends to be used by every childrens using either a XO, a phone or a  Web Browser.

The main technologies to be used will be HTML5 and Javascript."
